Molecule,Molecular_Formula,Classification,Tot_atoms,Tot_nH_atoms,IUPAC_Name,SMILES,InChI,InChIKey,Ref_OriDB,Original_DataBase,Mode,ExpFreq_New,CCSD(T)-F12c_Freqs,CCSD(T)-F12c_ScaledFreqs,FreqRange,Region,Symmetry,Mode_Description,Mode_Description_Exp,ModeClass,Statistic,Statistic_Type,Resolution,Journal,Year,BibTex_Code,DOI,Comments
C2H3OF,CH3COF,Halogens,7,4,Acetyl fluoride,CC(=O)F,InChI=1S/C2H3FO/c1-2(3)4/h1H3,JUCMRTZQCZRJDC-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],13,1054,1078.39,1048.949953,Mid,200 - 4000,"A""",CH2 bend,CH2 twist,non-Stretch,-,-,Low-to-mid,Spectrochimica Acta Part A: Molecular Spectroscopy,1972,"@article{72BeCo,
abstract = {Infrared spectra of acetyl fluoride and acetyl fluoride-d3 are reported for the gas and the solid, as are the Raman spectra of the liquids. Changes in a previous assignment for CH3CFO [J. Chem. Phys. 53, 1713 (1970)] are indicated. Observed intensities and analogy with COF2 suggest that fundamentals at 826 and 1188 cm-1 are best described as in-phase and out-of-phase C-C-F stretches. The methyl rock and the in-phase C-C-F stretch are strongly mixed in CD3CFO (839 and 778 cm-1). A product-rule calculation indicates that the fundamental frequencies of CD3CFO are about 2 per cent higher than expected on the basis of a strictly harmonic potential function for CH3CPO. A similar calculation is used to compare CH3CFO with CF3CFO. {\textcopyright} 1972.},
author = {Berney, C. V. and Cormier, A. D.},
doi = {10.1016/0584-8539(72)80153-3},
issn = {05848539},
journal = {Spectrochimica Acta Part A: Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {10},
pages = {1813--1822},
publisher = {Elsevier},
title = {{Vibrational spectra of acetyl fluoride and acetyl fluoride-d3}},
volume = {28},
year = {1972}
}",_10.1016/0584-8539(72)80153-3,NA
C2H3OF,CH3COF,Halogens,7,4,Acetyl fluoride,CC(=O)F,InChI=1S/C2H3FO/c1-2(3)4/h1H3,JUCMRTZQCZRJDC-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],6,1188,1220.18,1186.869086,Mid,200 - 4000,A',C-C stretch,C-C stretch,Stretch,-,-,Low-to-mid,Spectrochimica Acta Part A: Molecular Spectroscopy,1972,"@article{72BeCo,
abstract = {Infrared spectra of acetyl fluoride and acetyl fluoride-d3 are reported for the gas and the solid, as are the Raman spectra of the liquids. Changes in a previous assignment for CH3CFO [J. Chem. Phys. 53, 1713 (1970)] are indicated. Observed intensities and analogy with COF2 suggest that fundamentals at 826 and 1188 cm-1 are best described as in-phase and out-of-phase C-C-F stretches. The methyl rock and the in-phase C-C-F stretch are strongly mixed in CD3CFO (839 and 778 cm-1). A product-rule calculation indicates that the fundamental frequencies of CD3CFO are about 2 per cent higher than expected on the basis of a strictly harmonic potential function for CH3CPO. A similar calculation is used to compare CH3CFO with CF3CFO. {\textcopyright} 1972.},
author = {Berney, C. V. and Cormier, A. D.},
doi = {10.1016/0584-8539(72)80153-3},
issn = {05848539},
journal = {Spectrochimica Acta Part A: Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {10},
pages = {1813--1822},
publisher = {Elsevier},
title = {{Vibrational spectra of acetyl fluoride and acetyl fluoride-d3}},
volume = {28},
year = {1972}
}",_10.1016/0584-8539(72)80153-3,NA
C2H3OF,CH3COF,Halogens,7,4,Acetyl fluoride,CC(=O)F,InChI=1S/C2H3FO/c1-2(3)4/h1H3,JUCMRTZQCZRJDC-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],5,1378,1417.93,1379.220511,Mid,200 - 4000,A',CH3 bend,CH3 bend,non-Stretch,-,-,Low-to-mid,Spectrochimica Acta Part A: Molecular Spectroscopy,1972,"@article{72BeCo,
abstract = {Infrared spectra of acetyl fluoride and acetyl fluoride-d3 are reported for the gas and the solid, as are the Raman spectra of the liquids. Changes in a previous assignment for CH3CFO [J. Chem. Phys. 53, 1713 (1970)] are indicated. Observed intensities and analogy with COF2 suggest that fundamentals at 826 and 1188 cm-1 are best described as in-phase and out-of-phase C-C-F stretches. The methyl rock and the in-phase C-C-F stretch are strongly mixed in CD3CFO (839 and 778 cm-1). A product-rule calculation indicates that the fundamental frequencies of CD3CFO are about 2 per cent higher than expected on the basis of a strictly harmonic potential function for CH3CPO. A similar calculation is used to compare CH3CFO with CF3CFO. {\textcopyright} 1972.},
author = {Berney, C. V. and Cormier, A. D.},
doi = {10.1016/0584-8539(72)80153-3},
issn = {05848539},
journal = {Spectrochimica Acta Part A: Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {10},
pages = {1813--1822},
publisher = {Elsevier},
title = {{Vibrational spectra of acetyl fluoride and acetyl fluoride-d3}},
volume = {28},
year = {1972}
}",_10.1016/0584-8539(72)80153-3,NA
C2H3OF,CH3COF,Halogens,7,4,Acetyl fluoride,CC(=O)F,InChI=1S/C2H3FO/c1-2(3)4/h1H3,JUCMRTZQCZRJDC-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],12,1437,1483.15,1442.660005,Mid,200 - 4000,"A""",CH2 bend,CH2 scissor,non-Stretch,-,-,Low-to-mid,Spectrochimica Acta Part A: Molecular Spectroscopy,1972,"@article{72BeCo,
abstract = {Infrared spectra of acetyl fluoride and acetyl fluoride-d3 are reported for the gas and the solid, as are the Raman spectra of the liquids. Changes in a previous assignment for CH3CFO [J. Chem. Phys. 53, 1713 (1970)] are indicated. Observed intensities and analogy with COF2 suggest that fundamentals at 826 and 1188 cm-1 are best described as in-phase and out-of-phase C-C-F stretches. The methyl rock and the in-phase C-C-F stretch are strongly mixed in CD3CFO (839 and 778 cm-1). A product-rule calculation indicates that the fundamental frequencies of CD3CFO are about 2 per cent higher than expected on the basis of a strictly harmonic potential function for CH3CPO. A similar calculation is used to compare CH3CFO with CF3CFO. {\textcopyright} 1972.},
author = {Berney, C. V. and Cormier, A. D.},
doi = {10.1016/0584-8539(72)80153-3},
issn = {05848539},
journal = {Spectrochimica Acta Part A: Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {10},
pages = {1813--1822},
publisher = {Elsevier},
title = {{Vibrational spectra of acetyl fluoride and acetyl fluoride-d3}},
volume = {28},
year = {1972}
}",_10.1016/0584-8539(72)80153-3,NA
C2H3OF,CH3COF,Halogens,7,4,Acetyl fluoride,CC(=O)F,InChI=1S/C2H3FO/c1-2(3)4/h1H3,JUCMRTZQCZRJDC-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],4,1440,1490.6,1449.90662,Mid,200 - 4000,A',CH2 bend,CH2 scissor,non-Stretch,-,-,Low-to-mid,Spectrochimica Acta Part A: Molecular Spectroscopy,1972,"@article{72BeCo,
abstract = {Infrared spectra of acetyl fluoride and acetyl fluoride-d3 are reported for the gas and the solid, as are the Raman spectra of the liquids. Changes in a previous assignment for CH3CFO [J. Chem. Phys. 53, 1713 (1970)] are indicated. Observed intensities and analogy with COF2 suggest that fundamentals at 826 and 1188 cm-1 are best described as in-phase and out-of-phase C-C-F stretches. The methyl rock and the in-phase C-C-F stretch are strongly mixed in CD3CFO (839 and 778 cm-1). A product-rule calculation indicates that the fundamental frequencies of CD3CFO are about 2 per cent higher than expected on the basis of a strictly harmonic potential function for CH3CPO. A similar calculation is used to compare CH3CFO with CF3CFO. {\textcopyright} 1972.},
author = {Berney, C. V. and Cormier, A. D.},
doi = {10.1016/0584-8539(72)80153-3},
issn = {05848539},
journal = {Spectrochimica Acta Part A: Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {10},
pages = {1813--1822},
publisher = {Elsevier},
title = {{Vibrational spectra of acetyl fluoride and acetyl fluoride-d3}},
volume = {28},
year = {1972}
}",_10.1016/0584-8539(72)80153-3,NA
C2H3OF,CH3COF,Halogens,7,4,Acetyl fluoride,CC(=O)F,InChI=1S/C2H3FO/c1-2(3)4/h1H3,JUCMRTZQCZRJDC-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],3,1870,1907.49,1855.415523,Mid,200 - 4000,A',C=O stretch + C-C stretch,C=O stretch + C-C stretch,Stretch,-,-,Low-to-mid,Spectrochimica Acta Part A: Molecular Spectroscopy,1972,"@article{72BeCo,
abstract = {Infrared spectra of acetyl fluoride and acetyl fluoride-d3 are reported for the gas and the solid, as are the Raman spectra of the liquids. Changes in a previous assignment for CH3CFO [J. Chem. Phys. 53, 1713 (1970)] are indicated. Observed intensities and analogy with COF2 suggest that fundamentals at 826 and 1188 cm-1 are best described as in-phase and out-of-phase C-C-F stretches. The methyl rock and the in-phase C-C-F stretch are strongly mixed in CD3CFO (839 and 778 cm-1). A product-rule calculation indicates that the fundamental frequencies of CD3CFO are about 2 per cent higher than expected on the basis of a strictly harmonic potential function for CH3CPO. A similar calculation is used to compare CH3CFO with CF3CFO. {\textcopyright} 1972.},
author = {Berney, C. V. and Cormier, A. D.},
doi = {10.1016/0584-8539(72)80153-3},
issn = {05848539},
journal = {Spectrochimica Acta Part A: Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {10},
pages = {1813--1822},
publisher = {Elsevier},
title = {{Vibrational spectra of acetyl fluoride and acetyl fluoride-d3}},
volume = {28},
year = {1972}
}",_10.1016/0584-8539(72)80153-3,NA
C2H3OF,CH3COF,Halogens,7,4,Acetyl fluoride,CC(=O)F,InChI=1S/C2H3FO/c1-2(3)4/h1H3,JUCMRTZQCZRJDC-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],2,2955,3072.69,2938.720716,High,200 - 4000,A',C-H stretch,C-H sym stretch,Stretch,-,-,Low-to-mid,Spectrochimica Acta Part A: Molecular Spectroscopy,1972,"@article{72BeCo,
abstract = {Infrared spectra of acetyl fluoride and acetyl fluoride-d3 are reported for the gas and the solid, as are the Raman spectra of the liquids. Changes in a previous assignment for CH3CFO [J. Chem. Phys. 53, 1713 (1970)] are indicated. Observed intensities and analogy with COF2 suggest that fundamentals at 826 and 1188 cm-1 are best described as in-phase and out-of-phase C-C-F stretches. The methyl rock and the in-phase C-C-F stretch are strongly mixed in CD3CFO (839 and 778 cm-1). A product-rule calculation indicates that the fundamental frequencies of CD3CFO are about 2 per cent higher than expected on the basis of a strictly harmonic potential function for CH3CPO. A similar calculation is used to compare CH3CFO with CF3CFO. {\textcopyright} 1972.},
author = {Berney, C. V. and Cormier, A. D.},
doi = {10.1016/0584-8539(72)80153-3},
issn = {05848539},
journal = {Spectrochimica Acta Part A: Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {10},
pages = {1813--1822},
publisher = {Elsevier},
title = {{Vibrational spectra of acetyl fluoride and acetyl fluoride-d3}},
volume = {28},
year = {1972}
}",_10.1016/0584-8539(72)80153-3,NA
C2H3OF,CH3COF,Halogens,7,4,Acetyl fluoride,CC(=O)F,InChI=1S/C2H3FO/c1-2(3)4/h1H3,JUCMRTZQCZRJDC-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],11,3004,3148.12,3010.861968,High,200 - 4000,"A""",C-H stretch,C-H asym stretch,Stretch,-,-,Low-to-mid,Spectrochimica Acta Part A: Molecular Spectroscopy,1972,"@article{72BeCo,
abstract = {Infrared spectra of acetyl fluoride and acetyl fluoride-d3 are reported for the gas and the solid, as are the Raman spectra of the liquids. Changes in a previous assignment for CH3CFO [J. Chem. Phys. 53, 1713 (1970)] are indicated. Observed intensities and analogy with COF2 suggest that fundamentals at 826 and 1188 cm-1 are best described as in-phase and out-of-phase C-C-F stretches. The methyl rock and the in-phase C-C-F stretch are strongly mixed in CD3CFO (839 and 778 cm-1). A product-rule calculation indicates that the fundamental frequencies of CD3CFO are about 2 per cent higher than expected on the basis of a strictly harmonic potential function for CH3CPO. A similar calculation is used to compare CH3CFO with CF3CFO. {\textcopyright} 1972.},
author = {Berney, C. V. and Cormier, A. D.},
doi = {10.1016/0584-8539(72)80153-3},
issn = {05848539},
journal = {Spectrochimica Acta Part A: Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {10},
pages = {1813--1822},
publisher = {Elsevier},
title = {{Vibrational spectra of acetyl fluoride and acetyl fluoride-d3}},
volume = {28},
year = {1972}
}",_10.1016/0584-8539(72)80153-3,NA
C2H3OF,CH3COF,Halogens,7,4,Acetyl fluoride,CC(=O)F,InChI=1S/C2H3FO/c1-2(3)4/h1H3,JUCMRTZQCZRJDC-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],1,3043,3190.25,3051.1551,High,200 - 4000,A',C-H stretch,C-H asym stretch,Stretch,-,-,Low-to-mid,Spectrochimica Acta Part A: Molecular Spectroscopy,1972,"@article{72BeCo,
abstract = {Infrared spectra of acetyl fluoride and acetyl fluoride-d3 are reported for the gas and the solid, as are the Raman spectra of the liquids. Changes in a previous assignment for CH3CFO [J. Chem. Phys. 53, 1713 (1970)] are indicated. Observed intensities and analogy with COF2 suggest that fundamentals at 826 and 1188 cm-1 are best described as in-phase and out-of-phase C-C-F stretches. The methyl rock and the in-phase C-C-F stretch are strongly mixed in CD3CFO (839 and 778 cm-1). A product-rule calculation indicates that the fundamental frequencies of CD3CFO are about 2 per cent higher than expected on the basis of a strictly harmonic potential function for CH3CPO. A similar calculation is used to compare CH3CFO with CF3CFO. {\textcopyright} 1972.},
author = {Berney, C. V. and Cormier, A. D.},
doi = {10.1016/0584-8539(72)80153-3},
issn = {05848539},
journal = {Spectrochimica Acta Part A: Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {10},
pages = {1813--1822},
publisher = {Elsevier},
title = {{Vibrational spectra of acetyl fluoride and acetyl fluoride-d3}},
volume = {28},
year = {1972}
}",_10.1016/0584-8539(72)80153-3,NA
C2H4O,CH3CHO ,CHNOPS,7,3,Acetaldehyde,CC=O,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",IKHGUXGNUITLKF-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz,21UnNaOz]","[1064f/122mol,824f/157mol,824f/157mol]",15,143.7434,155.84,153.782912,Low,1300 - 3100,"A""",Torsion,Torsion,non-Stretch,-,-,Low-to-mid,Chemical Physics,1999,"@article{99HeHeGe,
abstract = {We describe experiments on acetaldehyde (12CH312CH16O) resulting in new or improved spectroscopic data on the n$\nu$3 (n=1-5) aldehyde CH stretching vibrational bands. The n=1 component is rotationally resolved using room temperature and supersonic jet Fourier transform spectroscopy, and vibration-rotation assignments are reported. The next two components (n=2, 3) are recorded at room temperature using Fourier transform spectroscopy, and the K-structure is resolved and assigned. The last two series of bands (n=4, 5) are observed but not resolved, using laser opto-acoustic spectroscopy. Effective vibrational constants ($\omega__eff3=2938.53 cm-1, xeff33=55.75 cm-1) are obtained. Information is also provided on additional bands in the spectrum from 1300 to 14 000 cm-1, involving, in particular, the assignment of the K-structure in $\nu$11 and 2$\nu$1, from the jet-cooled and the room-temperature Fourier transform spectral data, respectively. A table updating the origin of most vibration-rotation bands in acetaldehyde previously assigned in the literature is provided.},
author = {Herman, Michel and Herregodts, Fr{\'{e}}d{\'{e}}ric and Georges, Robert and Hepp, Martin and {Hadj Bachir}, Ikhlef and Lecoutre, Micha{\""{e}}l and Kleiner, Isabelle},
doi = {10.1016/S0301-0104(99)00167-6},
issn = {03010104},
journal = {Chemical Physics},
mendeley-groups = {FREQ_refs},
month = {jul},
number = {1-3},
pages = {433--443},
publisher = {Elsevier},
title = {{Spectroscopic investigation of vibration-rotation bands in acetaldehyde:: Focus on the n$\nu$3 (n=1-5) aldehyde CH stretch bands}},
volume = {246},
year = {1999}
}",_10.1016/S0301-0104(99)00167-6,NA
C2H4O,CH3CHO ,CHNOPS,7,3,Acetaldehyde,CC=O,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",IKHGUXGNUITLKF-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz,21UnNaOz]","[1064f/122mol,824f/157mol,824f/157mol]",10,509,507.81,501.106908,Low,400 - 4000,A',C2H4O bend,C2H4O bend,non-Stretch,-,-,Low-to-mid,Spectrochimica Acta Part A: Molecular Spectroscopy,1971,"@article{71HoGu,
abstract = {Infrared spectra from 4000 to 400 cm-1 of crystalline films and gases of CH3CHO, CH3CDO, CD3CHO, CD3CDO and CH2DCHO have been measured with spectral slit width ≥ 0.4 cm-1. For the crystal spectra, factor group splittings were observed and identified by studying isotopically mixed crystals. In the gas spectra, the Q-branch structure of many bands were resolved. A nearly complete assignment, differing considerably from former work, of the fundamentals of CH3CHO, CH3CDO, CD3CHO and CD3CDO is based on a comparison of computed and observed rotational contours. The rotational structure of several bands reveal a Coriolis type coupling between nearly degenerate a' and a_ fundamentals, which is qualitatively discussed. Furthermore, some strong Fermi resonances of combination tones involving the torsional mode with fundamentals are found for the gas spectra. In the crystal spectra these resonances are lifted, the reason being a shift of the methyl torsion by 50-60 cm-1, caused by the crystal field. From a normal coordinate analysis, a fairly general harmonic valence force field and additional information about the assignments have been obtained. The RMS deviation of calculated and observed fundamental frequencies was about 7 cm-1. This is considered as a lower limit attainable by harmonic approximation. The normal coordinate analysis is also used to get a nearly complete assignment of the highly complex spectra of both the symmetric and gauche isomers of CH2DCHO. {\textcopyright} 1971.},
author = {Hollenstein, H. and G{\""{u}}nthard, Hs H.},
doi = {10.1016/0584-8539(71)80102-2},
issn = {05848539},
journal = {Spectrochimica Acta Part A: Molecular Spectroscopy},
mendeley-groups = {Refs_frequencies,FREQ_refs},
number = {10},
pages = {2027--2060},
title = {{Solid state and gas infrared spectra and normal coordinate analysis of 5 isotopic species of acetaldehyde}},
volume = {27},
year = {1971}
}",_10.1016/0584-8539(71)80102-2,NA
